Sample name,Number used for scaling,xsec,luminosity,net weight,initial number of events,events passing metFilter,events passing single ele trg,Good ele,Good tau,opposite charge selection,delta R cut,third lepton veto,bJet veto,Higgs pt cut,Visible mass cut,events after met cut
WWW,210490.000000,0.208600,41521.000000,0.036292,210490.000000,209914.000000,37488.000000,31703.000000,622.000000,418.000000,418.000000,370.000000,339.000000,185.000000,115.000000,49.000000
WWZ,221622.000000,0.165100,41521.000000,0.027281,221622.000000,220847.000000,35415.000000,30616.000000,568.000000,431.000000,431.000000,379.000000,314.000000,194.000000,99.000000,40.000000
WZTo1L1Nu2Q,11347099.000000,10.710000,41521.000000,0.034565,11347099.000000,11332767.000000,1936408.000000,1567137.000000,6146.000000,3392.000000,3392.000000,3365.000000,2748.000000,915.000000,661.000000,55.000000
WZTo2L2Q,16664610.000000,5.595000,41521.000000,0.012295,16664610.000000,16643809.000000,2778619.000000,2409860.000000,17698.000000,12594.000000,12594.000000,12498.000000,11254.000000,5002.000000,4411.000000,881.000000
WZTo3LNu,6820606.000000,4.430000,41521.000000,0.023785,6820606.000000,6813277.000000,1413645.000000,1164418.000000,29284.000000,15467.000000,15467.000000,13737.000000,12986.000000,5292.000000,3299.000000,715.000000
WZZ,160978.000000,0.055650,41521.000000,0.012660,160978.000000,160482.000000,19499.000000,16983.000000,309.000000,177.000000,177.000000,156.000000,125.000000,82.000000,59.000000,27.000000
WMinusHToTauTau,3657584.000000,0.033400,41521.000000,0.000334,3657584.000000,3650973.000000,511712.000000,410847.000000,51721.000000,34105.000000,34105.000000,30117.000000,27814.000000,10865.000000,8775.000000,2029.000000
WpWpJJ_EWK_QCD,148394.000000,0.026150,41521.000000,0.006453,148394.000000,147726.000000,53740.000000,46473.000000,1192.000000,109.000000,109.000000,72.000000,66.000000,40.000000,16.000000,9.000000
WPlusHToTauTau,3777578.000000,0.052000,41521.000000,0.000504,3777578.000000,3770072.000000,524111.000000,417170.000000,49241.000000,32390.000000,32390.000000,28648.000000,26527.000000,10748.000000,8578.000000,2156.000000
ZHToTauTau,4652054.000000,0.055427,41521.000000,0.000436,4652054.000000,4643296.000000,506100.000000,403707.000000,42178.000000,31766.000000,31766.000000,29310.000000,24806.000000,10684.000000,9225.000000,2689.000000
ZJetsToNuNu_HT100To200,22702468.000000,280.920000,41521.000000,0.453149,22702468.000000,22686184.000000,2407.000000,454.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT1200To2500,334332.000000,0.287400,41521.000000,0.031480,334332.000000,323647.000000,213.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT200To400,21618510.000000,77.640000,41521.000000,0.131520,21618510.000000,21592994.000000,3849.000000,683.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT2500ToInf,6446.000000,0.006933,41521.000000,0.039388,6446.000000,5906.000000,5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT400To600,9094890.000000,10.671000,41521.000000,0.042967,9094890.000000,9066725.000000,2431.000000,351.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ZJetsToNuNu_HT600To800,5664642.000000,2.561100,41521.000000,0.016557,5664642.000000,5627442.000000,1956.000000,239.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
